province;red;green;blue;x;x
7713;134;190;186;x;x
7714;120;100;185;x;x
7715;158;110;7;x;x
7716;78;127;104;x;x
7717;244;26;39;x;x
7718;167;94;223;x;x
7719;102;231;248;x;x
7720;162;53;53;x;x
7721;201;104;224;x;x
7722;116;118;160;x;x
7723;71;11;105;x;x
7724;252;222;219;x;x
7725;247;8;221;x;x
7726;17;165;251;x;x
7727;220;204;2;x;x
7728;198;76;168;x;x
7729;109;109;215;x;x
7730;67;152;86;x;x
7731;41;252;223;x;x
7732;131;36;172;x;x
7733;59;16;128;x;x
7734;112;176;191;x;x
7735;144;114;0;x;x
7736;52;39;165;x;x
7737;150;153;34;x;x
7738;105;68;203;x;x
7739;219;30;146;x;x
7740;210;227;30;x;x
7741;215;85;188;x;x
7742;54;238;141;x;x
7743;250;14;59;x;x
7744;96;41;71;x;x
7745;248;15;188;x;x
7746;162;176;229;x;x
7747;201;238;3;x;x
7748;40;197;13;x;x
7749;132;49;148;x;x
7750;123;201;35;x;x
7751;130;99;173;x;x
7752;169;137;89;x;x
7753;98;213;42;x;x
7754;201;66;57;x;x
7755;210;156;24;x;x
7756;155;142;70;x;x
7757;193;30;82;x;x
7758;207;2;178;x;x
7759;216;112;189;x;x
7760;56;92;61;x;x
7761;85;78;45;x;x
7762;153;0;96;x;x
7763;152;144;65;x;x
7764;108;141;132;x;x
7765;42;154;8;x;x
7766;65;8;152;x;x
7767;210;179;249;x;x
7768;29;195;128;x;x
7769;45;78;95;x;x
7770;123;135;234;x;x
7771;114;71;90;x;x
7772;220;251;66;x;x
7773;56;180;93;x;x
7774;11;85;129;x;x
7775;192;11;234;x;x
7776;146;131;147;x;x
7777;27;222;221;x;x
7778;142;45;40;x;x
7779;91;158;48;x;x
7780;197;132;220;x;x
7781;136;218;166;x;x
7782;32;20;29;x;x
7783;19;199;12;x;x
7784;9;135;28;x;x
7785;169;13;158;x;x
7786;34;116;85;x;x
7787;137;224;63;x;x
7788;73;177;172;x;x
7789;86;169;230;x;x
7790;201;184;170;x;x
7791;102;96;207;x;x
7792;188;38;13;x;x
7793;194;150;107;x;x
7794;254;80;80;x;x
7795;16;81;170;x;x
7796;178;220;221;x;x
7797;28;136;61;x;x
7798;10;220;47;x;x
7799;2;221;170;x;x
7800;245;125;24;x;x
7801;130;108;8;x;x
7802;248;179;173;x;x
7803;142;32;46;x;x
7804;16;249;176;x;x
7805;29;141;175;x;x
7806;94;96;93;x;x
7807;41;241;36;x;x
7808;19;243;192;x;x
7809;116;182;57;x;x
7810;130;111;20;x;x
7811;221;243;120;x;x
7812;136;120;153;x;x
7813;117;176;222;x;x
7814;90;252;67;x;x
7815;140;226;21;x;x
7816;81;112;238;x;x
7817;135;54;190;x;x
7818;226;62;177;x;x
7819;12;167;42;x;x
7820;228;203;133;x;x
7821;238;165;116;x;x
7822;230;23;207;x;x
7823;145;249;46;x;x
7824;51;238;230;x;x
7825;24;110;0;x;x
7826;27;57;105;x;x
7827;175;159;138;x;x
7828;92;41;1;x;x
7829;33;0;144;x;x
7830;211;123;157;x;x
7831;103;168;92;x;x
7832;234;204;116;x;x
7833;233;218;141;x;x
7834;219;64;116;x;x
7835;137;33;143;x;x
7836;9;84;152;x;x
7837;193;113;35;x;x
7838;45;192;9;x;x
7839;117;50;184;x;x
7840;245;218;92;x;x
7841;141;109;4;x;x
7842;56;116;106;x;x
7843;255;226;110;x;x
7844;252;7;63;x;x
7845;250;201;72;x;x
7846;25;152;90;x;x
7847;204;73;0;x;x
7848;137;241;221;x;x
7849;184;104;64;x;x
7850;76;133;237;x;x
7851;71;231;25;x;x
7852;237;78;227;x;x
7853;41;31;166;x;x
7854;161;215;85;x;x
7855;3;206;85;x;x
7856;102;127;117;x;x
7857;109;185;187;x;x
7858;117;109;97;x;x
7859;116;27;166;x;x
7860;186;207;41;x;x
7861;207;146;175;x;x
7862;133;26;91;x;x
7863;10;116;222;x;x
7864;192;169;112;x;x
7865;7;216;72;x;x
7866;10;84;133;x;x
7867;3;164;228;x;x
7868;31;180;148;x;x
7869;162;248;63;x;x
7870;119;15;112;x;x
7871;119;94;135;x;x
7872;162;228;203;x;x
7873;77;146;205;x;x
7874;196;2;4;x;x
7875;121;233;207;x;x
7876;13;145;197;x;x
7877;85;152;185;x;x
7878;210;144;217;x;x
7879;128;163;227;x;x
7880;108;183;197;x;x
7881;106;218;8;x;x
7882;36;144;24;x;x
7883;216;129;229;x;x
7884;84;232;141;x;x
7885;135;109;185;x;x
7886;185;93;194;x;x
7887;97;101;200;x;x
7888;117;186;173;x;x
7889;171;159;88;x;x
7890;37;25;213;x;x
7891;224;119;245;x;x
7892;161;146;32;x;x
7893;171;6;109;x;x
7894;207;148;248;x;x
7895;122;156;25;x;x
7896;191;153;86;x;x
7897;109;118;96;x;x
7898;17;161;27;x;x
7899;81;174;195;x;x
7900;140;229;35;x;x
7901;220;176;180;x;x
7902;178;98;29;x;x
7903;222;162;67;x;x
7904;213;107;173;x;x
7905;123;231;51;x;x
7906;233;149;8;x;x
7907;103;242;49;x;x
7908;91;210;99;x;x
7909;155;131;114;x;x
7910;154;132;163;x;x
7911;220;31;26;x;x
7912;117;124;170;x;x
7913;249;188;167;x;x
7914;127;48;17;x;x
7915;162;26;32;x;x
7916;209;141;75;x;x
7917;26;240;142;x;x
7918;80;216;110;x;x
7919;118;131;128;x;x
7920;10;13;152;x;x
7921;94;5;87;x;x
7922;94;67;173;x;x
7923;87;234;178;x;x
7924;216;253;88;x;x
7925;219;165;11;x;x
7926;107;101;88;x;x
7927;188;76;202;x;x
7928;220;175;31;x;x
7929;211;189;170;x;x
7930;184;48;230;x;x
7931;44;41;174;x;x
7932;150;59;187;x;x
7933;89;171;176;x;x
7934;81;95;40;x;x
7935;85;57;41;x;x
7936;109;228;171;x;x
7937;86;211;131;x;x
7938;95;177;235;x;x
7939;4;88;216;x;x
7940;194;135;134;x;x
7941;108;45;5;x;x
7942;3;159;121;x;x
7943;175;147;43;x;x
7944;222;116;165;x;x
7945;18;146;34;x;x
7946;30;140;199;x;x
7947;105;83;251;x;x
7948;172;158;145;x;x
7949;225;85;68;x;x
7950;190;115;12;x;x
7951;159;250;160;x;x
7952;226;157;140;x;x
7953;160;166;221;x;x
7954;198;237;104;x;x
7955;220;221;179;x;x
7956;88;187;169;x;x
7957;202;163;178;x;x
7958;55;46;240;x;x
7959;115;236;90;x;x
7960;194;47;85;x;x
7961;135;69;82;x;x
7962;29;78;176;x;x
7963;118;83;214;x;x
7964;93;179;230;x;x
7965;9;197;86;x;x
7966;211;103;185;x;x
7967;137;137;18;x;x
7968;229;206;8;x;x
7969;13;132;39;x;x
7970;141;206;187;x;x
7971;103;216;214;x;x
7972;169;67;182;x;x
7973;52;192;114;x;x
7974;207;234;110;x;x
7975;5;36;30;x;x
7976;115;130;234;x;x
7977;178;255;7;x;x
7978;199;244;140;x;x
7979;226;110;20;x;x
7980;147;121;21;x;x
7981;170;178;97;x;x
7982;157;8;200;x;x
7983;248;60;134;x;x
7984;31;4;137;x;x
7985;123;108;165;x;x
7986;6;12;243;x;x
7987;180;121;161;x;x
7988;88;58;35;x;x
7989;133;59;8;x;x
7990;235;55;124;x;x
7991;102;247;57;x;x
7992;182;151;142;x;x
7993;191;125;238;x;x
7994;224;83;72;x;x
7995;110;12;177;x;x
7996;87;128;240;x;x
7997;215;246;91;x;x
7998;28;41;175;x;x
7999;33;228;128;x;x
8000;100;207;178;x;x
8001;171;57;38;x;x
8002;56;145;15;x;x
8003;19;170;143;x;x
8004;104;72;127;x;x
8005;167;80;197;x;x
8006;146;249;85;x;x
8007;45;128;55;x;x
8008;29;84;125;x;x
8009;251;202;61;x;x
8010;235;124;21;x;x
8011;105;28;129;x;x
8012;1;250;78;x;x
8013;242;234;44;x;x
8014;231;191;77;x;x
8015;14;221;37;x;x
8016;43;91;94;x;x
8017;74;76;31;x;x
8018;52;229;215;x;x
8019;229;215;156;x;x
8020;27;238;1;x;x
8021;148;111;213;x;x
8022;50;44;180;x;x
8023;171;56;20;x;x
8024;51;200;41;x;x
8025;224;11;81;x;x
8026;132;120;66;x;x
8027;207;40;209;x;x
8028;123;163;120;x;x
8029;210;120;73;x;x
8030;31;245;209;x;x
8031;172;164;239;x;x
8032;193;216;207;x;x
8033;177;239;21;x;x
8034;185;77;63;x;x
8035;167;159;229;x;x
8036;141;145;117;x;x
8037;132;208;237;x;x
8038;24;93;88;x;x
8039;49;39;201;x;x
8040;65;37;161;x;x
8041;187;121;77;x;x
8042;73;74;235;x;x
8043;96;213;51;x;x
8044;190;29;89;x;x
8045;88;128;227;x;x
8046;124;98;59;x;x
8047;246;78;4;x;x
8048;200;150;206;x;x
8049;40;190;67;x;x
8050;188;8;18;x;x
8051;224;180;232;x;x
8052;128;62;80;x;x
8053;69;119;8;x;x
8054;202;73;5;x;x
8055;230;161;193;x;x
8056;50;86;221;x;x
8057;62;12;138;x;x
8058;32;24;224;x;x
8059;74;89;93;x;x
8060;27;149;62;x;x
8061;115;87;59;x;x
8062;27;92;9;x;x
8063;38;146;190;x;x
8064;145;64;138;x;x
8065;214;5;193;x;x
8066;164;144;120;x;x
8067;47;29;127;x;x
8068;73;232;88;x;x
8069;172;195;238;x;x
8070;10;184;144;x;x
8071;166;240;116;x;x
8072;182;181;69;x;x
8073;246;136;19;x;x
8074;168;177;87;x;x
8075;113;42;105;x;x
8076;221;145;77;x;x
8077;218;36;15;x;x
8078;76;203;130;x;x
8079;150;44;32;x;x
8080;46;165;49;x;x
8081;21;234;207;x;x
8082;138;20;52;x;x
8083;11;9;143;x;x
8084;87;83;25;x;x
8085;116;106;52;x;x
8086;76;255;189;x;x
8087;176;223;38;x;x
8088;124;46;178;x;x
8089;29;140;45;x;x
8090;206;55;236;x;x
8091;2;47;233;x;x
8092;196;242;119;x;x
8093;75;101;206;x;x
8094;125;24;71;x;x
8095;72;219;218;x;x
8096;82;115;224;x;x
8097;113;225;90;x;x
8098;19;104;146;x;x
8099;216;148;190;x;x
8100;49;235;32;x;x
8101;178;203;198;x;x
8102;205;70;6;x;x
8103;23;67;171;x;x
8104;47;34;29;x;x
8105;97;116;127;x;x
8106;136;242;123;x;x
8107;79;87;44;x;x
8108;69;181;148;x;x
8109;218;110;64;x;x
8110;195;148;87;x;x
8111;215;223;25;x;x
8112;172;97;186;x;x
8113;4;209;203;x;x
8114;248;85;53;x;x
8115;177;117;224;x;x
8116;75;108;233;x;x
8117;180;172;57;x;x
8118;70;91;160;x;x
8119;33;33;131;x;x
8120;221;65;17;x;x
8121;226;70;161;x;x
8122;13;6;120;x;x
8123;199;149;45;x;x
8124;86;96;254;x;x
8125;77;68;167;x;x
8126;25;87;43;x;x
8127;133;12;203;x;x
8128;100;219;42;x;x
8129;14;99;167;x;x
8130;213;78;70;x;x
8131;51;125;204;x;x
8132;246;29;16;x;x
8133;70;181;229;x;x
8134;88;175;28;x;x
8135;33;251;243;x;x
8136;91;103;74;x;x
8137;119;10;52;x;x
8138;239;237;168;x;x
8139;244;38;68;x;x
8140;50;208;212;x;x
8141;106;47;238;x;x
8142;223;19;254;x;x
8143;177;220;149;x;x
8144;40;12;90;x;x
8145;164;228;144;x;x
8146;156;90;240;x;x
8147;160;67;140;x;x
8148;124;112;34;x;x
8149;112;42;18;x;x
8150;20;43;50;x;x
8151;35;243;140;x;x
8152;148;102;204;x;x
8153;70;177;151;x;x
8154;38;73;63;x;x
8155;248;254;231;x;x
8156;104;48;111;x;x
8157;82;77;59;x;x
8158;19;50;198;x;x
8159;177;4;172;x;x
8160;28;81;74;x;x
8161;178;106;159;x;x
8162;72;94;133;x;x
8163;240;231;151;x;x
8164;19;127;112;x;x
8165;175;132;234;x;x
8166;93;238;101;x;x
8167;87;3;145;x;x
8168;251;96;10;x;x
8169;79;203;89;x;x
8170;241;118;182;x;x
8171;32;175;140;x;x
8172;192;187;236;x;x
8173;192;87;179;x;x
8174;26;98;147;x;x
8175;218;78;219;x;x
8176;143;127;58;x;x
8177;66;134;149;x;x
8178;149;233;220;x;x
8179;236;125;62;x;x
8180;14;39;254;x;x
8181;192;63;102;x;x
8182;248;226;19;x;x
8183;111;157;27;x;x
8184;118;85;245;x;x
8185;255;146;55;x;x
8186;13;59;134;x;x
8187;61;52;225;x;x
8188;133;213;40;x;x
8189;171;158;36;x;x
8190;143;116;174;x;x
8191;7;194;242;x;x
8192;75;214;202;x;x
8193;172;36;76;x;x
8194;99;169;17;x;x
8195;250;214;241;x;x
8196;97;162;98;x;x
8197;80;236;180;x;x
8198;49;109;190;x;x
8199;99;229;144;x;x
8200;183;73;46;x;x
8201;107;118;41;x;x
8202;52;15;34;x;x
8203;121;210;65;x;x
8204;178;196;44;x;x
8205;222;23;168;x;x
8206;199;71;147;x;x
8207;232;3;24;x;x
8208;241;33;115;x;x
8209;168;131;7;x;x
8210;37;177;47;x;x
8211;134;77;195;x;x
8212;31;91;183;x;x
8213;218;250;242;x;x
8214;120;215;226;x;x
8215;81;243;182;x;x
8216;238;167;124;x;x
8217;239;169;138;x;x
8218;152;173;46;x;x
8219;6;34;191;x;x
8220;93;121;63;x;x
8221;200;208;182;x;x
8222;116;39;192;x;x
8223;207;210;221;x;x
8224;225;176;35;x;x
8225;4;47;74;x;x
8226;198;123;156;x;x
8227;29;209;62;x;x
8228;4;29;151;x;x
8229;239;216;243;x;x
8230;214;219;43;x;x
8231;24;235;102;x;x
8232;203;18;5;x;x
8233;212;63;46;x;x
8234;127;63;11;x;x
8235;138;103;91;x;x
8236;173;162;116;x;x
8237;179;25;75;x;x
8238;250;42;246;x;x
8239;203;68;211;x;x
8240;140;109;196;x;x
8241;230;246;212;x;x
8242;14;194;3;x;x
8243;230;99;204;x;x
8244;203;168;229;x;x
8245;80;254;88;x;x
8246;13;147;29;x;x
8247;6;227;229;x;x
8248;129;76;242;x;x
8249;43;1;92;x;x
8250;172;219;211;x;x
8251;112;227;231;x;x
8252;237;146;66;x;x
8253;31;121;118;x;x
8254;122;3;199;x;x
8255;158;102;189;x;x
8256;35;173;6;x;x
8257;245;205;126;x;x
8258;16;60;7;x;x
8259;204;2;6;x;x
8260;66;171;234;x;x
8261;148;207;214;x;x
8262;39;130;0;x;x
8263;149;241;0;x;x
8264;21;159;80;x;x
8265;138;49;236;x;x
8266;196;198;121;x;x
8267;25;17;179;x;x
8268;125;50;172;x;x
8269;63;157;231;x;x
8270;255;15;85;x;x
8271;157;71;85;x;x
8272;120;167;5;x;x
8273;235;205;167;x;x
8274;217;6;134;x;x
8275;130;185;143;x;x
8276;57;6;29;x;x
8277;252;94;132;x;x
8278;36;165;173;x;x
8279;217;153;240;x;x
8280;54;94;17;x;x
8281;83;220;103;x;x
8282;245;131;33;x;x
8283;54;1;125;x;x
8284;18;129;158;x;x
8285;133;160;143;x;x
8286;255;33;195;x;x
8287;181;146;162;x;x
8288;76;150;127;x;x
8289;95;90;133;x;x
8290;34;64;76;x;x
8291;37;247;181;x;x
8292;232;22;240;x;x
8293;62;53;131;x;x
8294;142;196;67;x;x
8295;191;106;223;x;x
8296;153;164;195;x;x
8297;95;226;238;x;x
8298;128;202;97;x;x
8299;6;167;135;x;x
8300;249;180;201;x;x
8301;50;206;219;x;x
8302;71;103;113;x;x
8303;100;220;137;x;x
8304;123;135;93;x;x
8305;12;178;97;x;x
8306;207;172;116;x;x
8307;136;32;128;x;x
8308;128;195;106;x;x
8309;69;197;74;x;x
8310;206;63;224;x;x
8311;78;106;177;x;x
8312;50;83;251;x;x
8313;158;106;183;x;x
8314;89;190;55;x;x
8315;236;151;78;x;x
8316;185;57;164;x;x
8317;51;138;229;x;x
8318;218;168;144;x;x
8319;135;164;67;x;x
8320;230;176;177;x;x
8321;192;118;152;x;x
8322;7;13;152;x;x
8323;6;191;144;x;x
8324;167;32;117;x;x
8325;44;238;134;x;x
8326;115;194;19;x;x
8327;229;31;9;x;x
8328;43;61;219;x;x
8329;241;22;220;x;x
8330;128;224;91;x;x
8331;81;88;108;x;x
8332;156;207;144;x;x
8333;165;148;55;x;x
8334;58;103;139;x;x
8335;146;93;197;x;x
8336;114;222;123;x;x
8337;90;64;115;x;x
8338;200;177;179;x;x
8339;147;181;130;x;x
8340;79;47;73;x;x
8341;141;196;37;x;x
8342;108;50;128;x;x
8343;51;113;156;x;x
8344;207;66;178;x;x
8345;139;229;29;x;x
8346;18;120;69;x;x
8347;98;236;215;x;x
8348;60;232;147;x;x
8349;35;165;68;x;x
8350;84;39;25;x;x
8351;195;106;122;x;x
8352;214;45;78;x;x
8353;148;238;244;x;x
8354;127;77;252;x;x
8355;180;125;21;x;x
8356;62;9;31;x;x
8357;85;116;156;x;x
8358;204;197;221;x;x
8359;174;172;27;x;x
8360;210;193;161;x;x
8361;33;145;197;x;x
8362;120;142;7;x;x
8363;157;52;29;x;x
8364;136;28;66;x;x
8365;21;123;195;x;x
8366;30;234;136;x;x
8367;186;31;206;x;x
8368;92;207;79;x;x
8369;246;185;192;x;x
8370;71;128;53;x;x
8371;33;50;45;x;x
8372;189;123;238;x;x
8373;100;3;55;x;x
8374;3;35;126;x;x
8375;130;3;143;x;x
8376;172;128;16;x;x
8377;182;251;5;x;x
8378;84;170;121;x;x
8379;1;219;174;x;x
8380;237;128;228;x;x
8381;0;80;85;x;x
8382;135;138;157;x;x
8383;241;146;74;x;x
8384;19;58;8;x;x
8385;254;59;68;x;x
8386;159;15;132;x;x
8387;156;191;217;x;x
8388;56;7;70;x;x
8389;208;184;57;x;x
8390;120;57;128;x;x
8391;49;205;135;x;x
8392;57;236;50;x;x
8393;126;122;40;x;x
8394;193;176;251;x;x
8395;120;192;142;x;x
8396;170;238;162;x;x
8397;195;138;96;x;x
8398;8;37;86;x;x
8399;70;140;45;x;x
8400;143;122;208;x;x
8401;1;86;0;x;x
8402;177;144;89;x;x
8403;119;199;97;x;x
8404;220;7;96;x;x
8405;48;228;211;x;x
8406;81;85;182;x;x
8407;160;112;31;x;x
8408;205;82;217;x;x
8409;222;226;109;x;x
8410;126;233;98;x;x
8411;3;102;58;x;x
8412;52;30;69;x;x
8413;35;152;185;x;x
8414;198;240;205;x;x
8415;71;167;185;x;x
8416;154;239;31;x;x
8417;111;178;142;x;x
8418;187;25;59;x;x
8419;164;176;136;x;x
8420;4;100;7;x;x
8421;134;199;153;x;x
8422;93;147;199;x;x
8423;69;5;206;x;x
8424;12;191;126;x;x
8425;40;81;37;x;x
8426;172;11;86;x;x
8427;250;92;192;x;x
8428;80;173;56;x;x
8429;146;115;111;x;x
8430;2;68;84;x;x
8431;145;18;146;x;x
8432;233;135;0;x;x
8433;193;208;51;x;x
8434;141;104;115;x;x
8435;72;3;236;x;x
8436;100;212;101;x;x
8437;168;47;233;x;x
8438;133;101;116;x;x
8439;34;100;70;x;x
8440;10;120;77;x;x
8441;45;125;47;x;x
8442;210;91;163;x;x
8443;196;79;4;x;x
8444;154;249;46;x;x
8445;206;142;109;x;x
8446;64;90;122;x;x
8447;178;164;240;x;x
8448;4;120;132;x;x
8449;208;91;44;x;x
8450;156;51;161;x;x
8451;239;138;5;x;x
8452;166;22;159;x;x
8453;28;25;244;x;x
8454;113;187;241;x;x
8455;17;219;195;x;x
8456;125;104;104;x;x
8457;19;171;215;x;x
8458;167;173;250;x;x
8459;255;242;23;x;x
8460;144;242;202;x;x
8461;101;202;124;x;x
8462;76;111;156;x;x
8463;24;76;236;x;x
8464;64;159;60;x;x
8465;205;91;207;x;x
8466;219;98;128;x;x
8467;224;195;111;x;x
8468;65;163;47;x;x
8469;23;169;35;x;x
8470;237;34;170;x;x
8471;250;244;10;x;x
8472;32;154;217;x;x
8473;42;208;152;x;x
8474;187;162;102;x;x
8475;0;165;147;x;x
8476;209;62;93;x;x
8477;93;234;103;x;x
8478;46;154;200;x;x
8479;210;37;186;x;x
8480;100;197;169;x;x
8481;13;123;88;x;x
8482;129;73;73;x;x
8483;252;251;50;x;x
8484;156;192;239;x;x
8485;240;183;52;x;x
8486;101;8;111;x;x
8487;45;136;31;x;x
8488;227;102;89;x;x
8489;206;64;79;x;x
8490;110;107;11;x;x
8491;23;4;142;x;x
8492;111;252;54;x;x
8493;21;72;255;x;x
8494;172;51;89;x;x
8495;190;203;160;x;x
8496;164;49;43;x;x
8497;57;235;201;x;x
8498;50;136;137;x;x
8499;33;102;188;x;x
8500;62;206;21;x;x
8501;122;139;37;x;x
8502;219;63;126;x;x
8503;201;39;47;x;x
8504;52;64;56;x;x
8505;69;35;49;x;x
8506;202;211;127;x;x
8507;60;32;129;x;x
8508;86;50;190;x;x
8509;136;136;254;x;x
8510;230;36;237;x;x
8511;247;183;161;x;x
8512;238;97;147;x;x
8513;6;108;85;x;x
8514;135;124;208;x;x
8515;53;56;241;x;x
8516;99;63;107;x;x
8517;29;147;93;x;x
8518;116;232;247;x;x
8519;174;186;220;x;x
8520;163;248;74;x;x
8521;74;107;196;x;x
8522;100;232;241;x;x
8523;59;116;109;x;x
8524;208;73;115;x;x
8525;45;8;108;x;x
8526;169;235;126;x;x
8527;237;249;192;x;x
8528;238;196;16;x;x
8529;199;245;27;x;x
8530;18;151;212;x;x
8531;87;219;31;x;x
8532;2;87;214;x;x
8533;11;133;235;x;x
8534;70;123;193;x;x
8535;181;2;202;x;x
8536;234;129;163;x;x
8537;201;75;151;x;x
8538;98;162;97;x;x
8539;129;135;224;x;x
8540;128;141;2;x;x
8541;155;77;231;x;x
8542;226;18;174;x;x
8543;147;185;15;x;x
8544;164;205;55;x;x
8545;188;139;216;x;x
8546;64;205;86;x;x
8547;31;224;202;x;x
8548;51;91;157;x;x
8549;227;11;26;x;x
8550;241;226;13;x;x
8551;103;115;97;x;x
8552;143;62;34;x;x
8553;193;192;117;x;x
8554;222;192;126;x;x
8555;159;70;170;x;x
8556;33;250;19;x;x
8557;192;23;83;x;x
8558;53;196;82;x;x
8559;129;37;238;x;x
8560;5;118;76;x;x
8561;38;90;252;x;x
8562;205;81;87;x;x
8563;220;164;97;x;x
8564;39;180;108;x;x
8565;47;167;86;x;x
8566;162;109;71;x;x
8567;80;36;137;x;x
8568;183;52;96;x;x
8569;135;106;201;x;x
8570;76;210;45;x;x
8571;244;156;146;x;x
8572;23;255;150;x;x
8573;155;134;70;x;x
8574;186;110;128;x;x
8575;220;63;205;x;x
8576;158;130;176;x;x
8577;120;238;176;x;x
8578;243;20;11;x;x
8579;194;24;141;x;x
8580;133;72;36;x;x
8581;43;162;49;x;x
8582;194;180;96;x;x
8583;86;212;69;x;x
8584;162;220;116;x;x
8585;103;186;212;x;x
8586;26;57;14;x;x
8587;109;102;206;x;x
8588;174;114;73;x;x
8589;197;245;110;x;x
8590;187;215;247;x;x
8591;99;212;147;x;x
8592;71;25;185;x;x
8593;254;133;88;x;x
8594;33;49;127;x;x
8595;89;169;101;x;x
8596;148;7;113;x;x
8597;18;91;146;x;x
8598;237;107;250;x;x
8599;29;46;91;x;x
8600;131;197;35;x;x
8601;196;131;141;x;x
8602;107;232;4;x;x
8603;160;35;65;x;x
8604;43;184;192;x;x
8605;227;120;227;x;x
8606;63;9;13;x;x
8607;230;175;175;x;x
8608;66;127;134;x;x
8609;97;217;225;x;x
8610;139;75;101;x;x
8611;29;103;113;x;x
8612;230;35;10;x;x
8613;62;212;233;x;x
8614;131;221;189;x;x
8615;21;37;58;x;x
8616;222;132;184;x;x
8617;234;33;223;x;x
8618;224;220;22;x;x
8619;76;54;55;x;x
8620;248;69;151;x;x
8621;150;3;7;x;x
8622;45;210;190;x;x
8623;154;174;174;x;x
8624;47;163;59;x;x
8625;60;36;1;x;x
8626;211;74;168;x;x
8627;137;221;92;x;x
8628;47;66;233;x;x
8629;126;236;107;x;x
8630;246;47;218;x;x
8631;166;93;46;x;x
8632;22;151;192;x;x
8633;77;53;157;x;x
8634;134;244;183;x;x
8635;195;232;196;x;x
8636;55;117;4;x;x
8637;148;158;117;x;x
8638;251;10;15;x;x
8639;84;70;235;x;x
8640;112;162;137;x;x
8641;32;100;88;x;x
8642;211;235;28;x;x
8643;152;72;32;x;x
8644;44;162;125;x;x
8645;207;215;65;x;x
8646;132;70;129;x;x
8647;207;112;149;x;x
8648;15;104;139;x;x
8649;77;137;9;x;x
8650;214;35;239;x;x
8651;112;135;102;x;x
8652;175;120;133;x;x
8653;215;181;88;x;x
8654;229;104;237;x;x
8655;194;101;44;x;x
8656;197;202;118;x;x
8657;45;234;195;x;x
8658;44;148;250;x;x
8659;112;233;193;x;x
8660;209;23;126;x;x
8661;62;222;44;x;x
8662;208;93;144;x;x
8663;221;212;236;x;x
8664;94;49;119;x;x
8665;13;24;128;x;x
8666;120;195;203;x;x
8667;45;182;45;x;x
8668;100;148;229;x;x
8669;153;0;10;x;x
8670;195;154;186;x;x
8671;87;128;188;x;x
8672;176;128;2;x;x
8673;255;145;179;x;x
8674;99;237;224;x;x
8675;217;7;132;x;x
8676;166;72;120;x;x
8677;10;216;196;x;x
8678;253;181;232;x;x
8679;64;217;72;x;x
8680;203;250;192;x;x
8681;8;99;85;x;x
8682;23;129;45;x;x
8683;15;74;127;x;x
8684;208;192;44;x;x
8685;44;17;198;x;x
8686;239;14;204;x;x
8687;246;225;32;x;x
8688;149;251;158;x;x
8689;213;32;66;x;x
8690;17;113;245;x;x
8691;197;63;179;x;x
8692;41;203;232;x;x
8693;218;42;60;x;x
8694;246;49;168;x;x
8695;81;21;114;x;x
8696;200;172;63;x;x
8697;196;11;150;x;x
8698;107;248;14;x;x
8699;87;0;226;x;x
8700;25;154;115;x;x
8701;3;39;142;x;x
8702;17;204;116;x;x
8703;42;118;148;x;x
8704;169;39;194;x;x
8705;155;107;241;x;x
8706;159;201;79;x;x
8707;179;17;234;x;x
8708;34;145;92;x;x
8709;171;171;13;x;x
8710;8;97;93;x;x
8711;29;119;27;x;x
8712;217;21;219;x;x
8713;202;178;134;x;x
8714;145;154;146;x;x
8715;21;119;146;x;x
8716;185;156;0;x;x
8717;212;94;199;x;x
8718;48;166;73;x;x
8719;164;66;126;x;x
8720;16;211;232;x;x
8721;205;99;189;x;x
8722;246;184;117;x;x
8723;196;133;3;x;x
8724;134;38;140;x;x
8725;135;154;82;x;x
8726;107;202;58;x;x
8727;90;91;227;x;x
8728;58;109;120;x;x
8729;205;209;204;x;x
8730;254;185;223;x;x
8731;44;12;235;x;x
8732;99;99;203;x;x
8733;53;111;52;x;x
8734;90;84;14;x;x
8735;110;112;255;x;x
8736;5;159;91;x;x
8737;148;147;24;x;x
8738;127;111;83;x;x
8739;22;71;167;x;x
8740;171;67;102;x;x
8741;171;210;247;x;x
8742;99;149;130;x;x
8743;135;69;193;x;x
8744;114;148;238;x;x
8745;71;104;87;x;x
8746;222;219;161;x;x
8747;7;58;106;x;x
8748;138;200;63;x;x
8749;161;192;163;x;x
8750;213;0;89;x;x
8751;134;99;156;x;x
8752;173;242;216;x;x
8753;79;234;174;x;x
8754;15;200;231;x;x
8755;107;35;4;x;x
8756;254;88;57;x;x
8757;99;171;237;x;x
8758;165;212;79;x;x
8759;240;207;80;x;x
8760;51;166;163;x;x
8761;47;164;198;x;x
8762;63;171;152;x;x
8763;37;228;240;x;x
8764;46;238;26;x;x
8765;54;151;150;x;x
8766;47;46;232;x;x
8767;52;120;146;x;x
8768;136;218;17;x;x
8769;17;120;179;x;x
8770;43;139;7;x;x
8771;110;29;71;x;x
8772;130;130;131;x;x
8773;183;199;60;x;x
8774;64;19;172;x;x
8775;240;3;1;x;x
8776;226;237;234;x;x
8777;145;167;155;x;x
8778;118;178;21;x;x
8779;29;241;47;x;x
8780;57;32;203;x;x
8781;252;29;162;x;x
8782;122;47;49;x;x
8783;233;222;150;x;x
8784;205;171;93;x;x
8785;193;149;106;x;x
8786;209;31;199;x;x
8787;65;97;14;x;x
